speed (m/s), power (W)
1.,	0.
2.,	0.
3.,	0.
4.,	102000.
5.,	252000.
6.,	462000.
7.,	774000.
8.,	1163000.
9.,	1583000.
10.,	2014000.
11.,	2254000.
12.,	2300000.
13.,	2300000.
14.,	2300000.
15.,	2300000.
16.,	2300000.
18.,	2300000.
19.,	2300000.
20.,	2300000.
21.,	2300000.
22.,	2300000.
23.,	2300000.
24.,	2300000.
25.,	2300000.
26.,	2300000.
27.,	0.
28.,	0.
29.,	0.
